Question,Answer
Rabia Bayezit kimdir?,Rabia Bayezit Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türk Halk Bilimi
Nazan Demirhan kimdir?,Nazan Demirhan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkçe ve Sosyal Bilimler Eğitimi
Melike Aver kimdir?,"Melike Aver Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Malzeme Bilimi ve Teknolojileri, Makine Mühendisliği, Kaplama Teknolojisi"
Yusuf Er kimdir?,"Yusuf Er Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Astronomik Bilimler, Malzeme Bilimi ve Teknolojileri"
Yaren Tornacı kimdir?,Yaren Tornacı Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgi ve Bilgi İşleme Bilimleri
Kübra Ilhan kimdir?,"Kübra Ilhan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İdare Hukuku, Kamu Yönetimi, Anayasa ve Siyasal Kurumlar"
Aslı Büşra Karataş kimdir?,Aslı Büşra Karataş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Geomatik/Harita Mühendisliği
Fatma Doğan kimdir?,Fatma Doğan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ruh Sağlığı Hemşireliği
Barış Akyüz kimdir?,Barış Akyüz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Bilimleri
Taha Öz kimdir?,Taha Öz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Görme
Selman Uzun kimdir?,"Selman Uzun Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Zeka, Bilgisayar Yazılımı"
Cihan Elmas kimdir?,Cihan Elmas Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim
Nurhayat Elagöz kimdir?,Nurhayat Elagöz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Biyoloji
Hakan Börü kimdir?,Hakan Börü Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yenilenebilir Enerji Sistemleri
Muhittin Çubuk kimdir?,Muhittin Çubuk Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Aaaaa Aaaaa kimdir?,"Aaaaa Aaaaa Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İletişim ve Medya Çalışmaları, Basın Çalışmaları, İletişim Teknolojisi ve Dijital Medya Çalışmaları, İnternet Yayıncılığı, Sosyal Medya Çalışmaları, Halkla İlişkiler"
İbrahim Akın Temizer kimdir?,İbrahim Akın Temizer Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Biyoloji
Hilal Karaaslan kimdir?,Hilal Karaaslan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enerji Sistemleri Mühendisliği
Göksel Bozkurt kimdir?,Göksel Bozkurt Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim (Diğer)
Eyyüp Salih Zafer kimdir?,Eyyüp Salih Zafer Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnşaat Mühendisliği (Diğer)
Şeyma Gül Gençer kimdir?,Şeyma Gül Gençer Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnşaat Mühendisliği
Cansu Şahin kimdir?,Cansu Şahin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sınıf Eğitimi
Fatma Tan kimdir?,"Fatma Tan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Resim, Kültürel ve Doğal Miras, Resim Tarihi, Sanat Tarihi, Arkeoloji Bilimi"
Büşra Tan Saatçı kimdir?,Büşra Tan Saatçı Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Yazılımı
Erhan Yılmaz kimdir?,Erhan Yılmaz Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıp Eğitimi
Elifnur Özcan kimdir?,"Elifnur Özcan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ortaçağ Tarihi, Ortaçağ Kentleri"
Çağlar Türkyılmaz kimdir?,Çağlar Türkyılmaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Temel Eğitim
Yasemin Akbaş kimdir?,Yasemin Akbaş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim
Harun Kayaokay kimdir?,Harun Kayaokay Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Zeka
Aysima Erdem kimdir?,"Aysima Erdem Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makro İktisat, Para-Bankacılık, Uluslararası İktisat, Muhasebe, Denetim ve Mali Sorumluluk"
Ayşe Çeçen kimdir?,Ayşe Çeçen Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Matematik Eğitimi
Mehmet Selçuk Sadak kimdir?,Mehmet Selçuk Sadak Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makro İktisat
Özkan Kaygın kimdir?,Özkan Kaygın Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi
Ali Hakan kimdir?,"Ali Hakan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görsel Tasarım, Grafik Tasarımı, Halkla İlişkiler, Kurumsal İletişim"
Sinem Çeçen Gülşen kimdir?,Sinem Çeçen Gülşen Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Psikiyatri
Umutcan Özkan kimdir?,Umutcan Özkan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Tasarımı ve Makine Elemanları
Ahmet Kızılkaya kimdir?,Ahmet Kızılkaya Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi
Can Akçay kimdir?,Can Akçay Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Otomotiv Mühendisliği
Rabia Pişkin Sağır kimdir?,Rabia Pişkin Sağır Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Bilimleri
Serkan Başel kimdir?,Serkan Başel Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Oktay Ertürk kimdir?,Oktay Ertürk Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Programları ve Öğretim
Esma Ceylan kimdir?,Esma Ceylan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Gülşen Aydemir kimdir?,Gülşen Aydemir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Cerrahi Hastalıklar Hemşireliği
Sümeyye Namlı kimdir?,Sümeyye Namlı Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ekonometri (Diğer)
Muhammed Gök kimdir?,"Muhammed Gök Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kariyer Danışmanlığı, Okul Psikolojik Danışmanlığı, Sağlık Yönetimi"
Neşe Saygılı kimdir?,"Neşe Saygılı Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Basın Çalışmaları, Reklam Araştırmaları"
Ahmed Sait Bozyil kimdir?,Ahmed Sait Bozyil Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıbbi Fizyoloji (Diğer)
Ömer Faruk Bulut kimdir?,Ömer Faruk Bulut Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Antrenman
Ahmet Melih Tutak kimdir?,Ahmet Melih Tutak Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Firdevs Yıldız kimdir?,Firdevs Yıldız Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sistem ve Ağ Güvenliği
Mohit Kumar kimdir?,Mohit Kumar Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tarımsal Deniz Biyoteknolojisi
Barış Barış kimdir?,Barış Barış Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mimari Tasarım
Afif Daniş kimdir?,Afif Daniş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrometalurji
Gülnur Oğuz kimdir?,Gülnur Oğuz Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Yazılımı
Ümmühan Öner kimdir?,Ümmühan Öner Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyal Bilgiler Eğitimi
Gürcan Kamacı kimdir?,Gürcan Kamacı Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Termodinamik ve İstatistiksel Fizik
Selma Boztaş kimdir?,Selma Boztaş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyal Bilgiler Eğitimi
Yusuf Bilal Çelenk kimdir?,Yusuf Bilal Çelenk Fırat Üniversite kurumunda Uzm. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Aile Hekimliği
Murat Talu kimdir?,"Murat Talu Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Cumhuriyeti Tarihi, Askeri Coğrafya, Siyasi Tarih (Diğer)"
Baran Ararat kimdir?,Baran Ararat Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kimyasal Termodinamik ve Enerji Bilimi
Barış Bariş kimdir?,"Barış Bariş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İç Mimarlık , Mimari Tasarım"
Ari Ahmed kimdir?,Ari Ahmed Fırat Üniversite kurumunda Uzm. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Üretimde Optimizasyon
İhsan Halifeoğlu kimdir?,İhsan Halifeoğlu Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıbbi Biyokimya ve Metabolomik
Özge Kırmızıbayrak kimdir?,"Özge Kırmızıbayrak Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İkinci Bir Dil Olarak İngilizce, Dil Edinimi, Dil Çalışmaları (Diğer), Çocuğun Dil Edinimi"
Bahar Acay kimdir?,"Bahar Acay Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Matematik, Uygulamalı Matematik"
Erdal Bas kimdir?,Erdal Bas Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yaklaşım Teorisi ve Asimptotik Yöntemler
Hakan Tatar kimdir?,"Hakan Tatar Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Görüşü, Görüntü İşleme, Siberfizik Sistemleri ve Nesnelerin İnterneti, Derin Öğrenme, Akıllı Robotik"
Abdullah Özcan kimdir?,"Abdullah Özcan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kamu Yönetimi, Sosyal Adalet, Hemşirelik, Teknoloji Yönetimi"
Kıymet Yümlü kimdir?,"Kıymet Yümlü Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi, Teftişi, Planlaması ve Ekonomisi (Diğer), Fen Bilgisi Eğitimi"
Murat Can Tanış kimdir?,"Murat Can Tanış Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Finite Element Analysis , Composite and Hybrid Materials"
Mahmut Türkalp kimdir?,Mahmut Türkalp Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Aybeniz Yıldırım kimdir?,Aybeniz Yıldırım Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fitoterapi
Önsel Öner kimdir?,Önsel Öner Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Göğüs Hastalıkları
Eyüp Bağcı kimdir?,Eyüp Bağcı Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bitki Bilimi (Diğer)
Selçukhan Akarsu kimdir?,"Selçukhan Akarsu Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Zootekni, Genetik ve Biyoistatistik"
Abdulhalim Aydin kimdir?,"Abdulhalim Aydin Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Fransız Dili, Edebiyatı ve Kültürü, Karşılaştırmalı ve Ulusötesi Edebiyat, Romantik Dönem Edebiyatı"
Sevinç Ay kimdir?,"Sevinç Ay Fırat Üniversite kurumunda Dr. Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Computer Vision, Image Processing, Image and Video Coding, Video Processing, Data Structures and Algorithms, Cryptography, Database Systems, Knowledge Representation and Reasoning, Artificial Intelligence (Other), Computer Software, Automated Software Engineering, Programming Languages, Software Architecture"
Muhammed Aksoy kimdir?,Muhammed Aksoy Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sınıf Eğitimi
Rabia Sena Eser kimdir?,Rabia Sena Eser Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkçe Eğitimi
Mehmet Ali Akın kimdir?,Mehmet Ali Akın Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Thermodynamics and Statistical Physics
Pelin Koparir kimdir?,"Pelin Koparir Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Doğal Ürünler ve Biyoaktif Bileşikler, Serbest Radikal Kimyası"
Buket Öramiş kimdir?,Buket Öramiş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Analitik Spektrometri
İsmail Akçin kimdir?,İsmail Akçin Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Klinik Tıp Bilimleri (Diğer)
Buse Hatun Cirit kimdir?,Buse Hatun Cirit Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyal Bilgiler Eğitimi
Sinem Ipek kimdir?,"Sinem Ipek Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim, Okul Öncesi Eğitim, Kapsayıcı Eğitim"
Fatih Serhat Erol kimdir?,Fatih Serhat Erol Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beyin ve Sinir Cerrahisi (Nöroşirurji)
Ali Çağrı Oral kimdir?,Ali Çağrı Oral Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İç Hastalıkları
Alper Ceyran kimdir?,Alper Ceyran Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Karşılaştırmalı Dil Çalışmaları
Halil İbrahim Bozkurt kimdir?,"Halil İbrahim Bozkurt Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ortaçağ Edebiyatı, İslam Sanatları, İslam Tarihi ve Medeniyeti"
Gözde Tokgöz kimdir?,Gözde Tokgöz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Nanoteknoloji
Mehmet Yorulmaz kimdir?,"Mehmet Yorulmaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Zeka (Diğer), Mekatronik Mühendisliği"
Uğur Salman kimdir?,"Uğur Salman Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uzay, Denizcilik ve Havacılık Hukuku, Hava-Uzay Ulaşımı"
Nour Baroudi kimdir?,"Nour Baroudi Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapay Görme, Doğal Dil İşleme, Yapay Zeka (Diğer)"
Merve Yılmaz Bozoğlan kimdir?,"Merve Yılmaz Bozoğlan Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıbbi Farmakoloji, Kardiyovasküler Tıp ve Hematoloji (Diğer), Endokrinoloji"
Cumali Aydın kimdir?,Cumali Aydın Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Klasik Fizik (Diğer)
İlker Karabulut kimdir?,İlker Karabulut Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Derin Öğrenme
Ahmet Zafer Perilioğlu kimdir?,Ahmet Zafer Perilioğlu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Anatomi
Ali Aydın Urul kimdir?,Ali Aydın Urul Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Dış Ticaret
Edanur Güler Ekmen kimdir?,Edanur Güler Ekmen Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Anatomi ve Fizyoloji
Asuman Merve Ekici kimdir?,Asuman Merve Ekici Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kaynak Mühendisliği ve Ekstraktif Metalurji (Diğer)
Mohamed Ibrahim Abdi kimdir?,Mohamed Ibrahim Abdi Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yazılım Mühendisliği (Diğer)
Ufuk Canbaz kimdir?,"Ufuk Canbaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Nöral Ağlar, Doğal Dil İşleme"
Kübra Erdoğdu kimdir?,Kübra Erdoğdu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Döküm Teknolojileri
